station_id,station_name,province_code,province_name,latitude,longitude,altitude
2453E,GOTARRENDURA,05,Ávila,404944N,044431W,920
2456B,AREVALO,05,Ávila,410417N,044348W,820
2462,PUERTO DE NAVACERRADA,28,Madrid,404736N,040039W,1892
2465,SEGOVIA,40,Segovia,405643N,040735W,1008
2465A,"SEGOVIA, INSTITUTO",40,Segovia,405648N,040657W,990
2471Y,SAN RAFAEL,40,Segovia,404307N,041243W,1237
2482B,MIGUELAÑEZ,40,Segovia,410735N,042233W,870
2491C,"LA COVATILLA, ESTACIÓN DE ESQUÍ",37,Salamanca,402118N,054124W,1960
2503B,"OLMEDO, DEPÓSITO DE AGUA",47,Valladolid,411648N,044131W,786
2503X,OLMEDO,47,Valladolid,411933N,044113W,740
2507Y,RUEDA,47,Valladolid,412510N,045749W,724
2512Y,RIVILLA DE BARAJAS,05,Ávila,405256N,050107W,925
2517A,FUENTE EL SOL,47,Valladolid,411022N,045623W,755
2536D,MORALES DEL TORO,49,Zamora,413254N,051617W,710
2539,VALLADOLID AEROPUERTO,47,Valladolid,414243N,045120W,846
2555B,FUENTESAUCO,49,Zamora,411412N,052853W,811
2565,CORESES,49,Zamora,413319N,053750W,702
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN ",34,Palencia,423125N,045104W,985
2593D,VILLALÓN DE CAMPOS,47,Valladolid,420539N,050228W,782
2604B,MEDINA DE RIOSECO,47,Valladolid,415233N,050225W,731
2611D,VILLAFÁFILA,49,Zamora,415123N,053533W,690
2614,ZAMORA,49,Zamora,413056N,054407W,656
2624C,RIAÑO,24,León,425730N,050027W,1090
2626Y,CUBILLAS DE RUEDA,24,León,423712N,051136W,916
2630X,PUERTO DE SAN ISIDRO,24,León,430344N,052237W,1510
2661,"LEÓN, VIRGEN DEL CAMINO",24,León,423518N,053904W,916
2661B,LEÓN AEROPUERTO,24,León,423558N,053837W,912
2664B,VALENCIA DE DON JUAN,24,León,421745N,053017W,788
2701D,"BARRIOS DE LUNA, MIÑERA",24,León,425308N,055215W,1120
2728B,"QUINTANA DEL CASTILLO, VILLAMECA",24,León,423854N,060415W,995
2734D,ASTORGA,24,León,422836N,060428W,919
2737E,LAGUNAS DE SOMOZA,24,León,422239N,061148W,1020
2742R,BUSTILLO DEL PÁRAMO,24,León,422759N,054647W,850
2755X,BENAVENTE,49,Zamora,420039N,054000W,715
2766E,"SANABRIA, ROBLEDA-CERVANTES",49,Zamora,420457N,063823W,933
2775X,VILLARDECIERVOS,49,Zamora,415629N,061647W,850
2777K,SANTIBAÑEZ DE VIDRIALES,49,Zamora,420441N,060026W,737
2789H,POZUELO DE TABARA,49,Zamora,414708N,055432W,711
2804F,VILLADEPERA,49,Zamora,413202N,060831W,790
2811A,NAVARREDONDA DE GREDOS,05,Ávila,402102N,050835W,1525
2828Y,BARCO DE AVILA,05,Ávila,402119N,053109W,1012
2847X,PEDROSILLO DE LOS AIRES   ,37,Salamanca,404032N,053836W,865
2863C,PEDRAZA DE ALBA  ,37,Salamanca,404356N,052158W,897
2867,SALAMANCA AEROPUERTO,37,Salamanca,405734N,052954W,790
2870,SALAMANCA,37,Salamanca,405727N,053944W,775
2873X,BARBADILLO,37,Salamanca,405413N,054647W,817
2882D,PEÑAUSENDE,49,Zamora,411420N,055351W,1003
2885K,FRESNO DE SAYAGO,49,Zamora,411816N,060120W,804
2891A,VILLARINO DE LOS AIRES,37,Salamanca,411546N,062744W,690
2914C,BOADILLA FUENTE SAN ESTEBAN,37,Salamanca,404710N,061210W,785
2916A,VITIGUDINO,37,Salamanca,410041N,062616W,769
2918Y,EL MAÍLLO,37,Salamanca,403410N,061325W,1027
2926B,BAÑOBÁREZ,37,Salamanca,405105N,063632W,748
2930Y,NAVASFRÍAS,37,Salamanca,401748N,064846W,880
2945A,EL BODÓN BASE AÉREA,37,Salamanca,402906N,063437W,805
2946X,SAELICES EL CHICO,37,Salamanca,403806N,063600W,680
2966D,ALCAÑICES  ,49,Zamora,414100N,061805W,840
2969U,A GUDIÑA,32,Ourense,420138N,071059W,910
2978X,VERÍN,32,Ourense,415536N,072519W,380
3013,MOLINA DE ARAGÓN,19,Guadalajara,405030N,015244W,1062
3021Y,ZAOREJAS,19,Guadalajara,404530N,021159W,1250
3040Y,BETETA,16,Cuenca,403418N,020435W,1214
3044X,CAÑIZARES,16,Cuenca,403149N,020900W,928
3085Y,PASTRANA,19,Guadalajara,402428N,025711W,920
3094B,TARANCÓN,16,Cuenca,400043N,030117W,819
3099Y,OCAÑA,45,Toledo,395607N,032946W,733
3100B,ARANJUEZ,28,Madrid,400402N,033246W,540
3103,PANTANO EL VADO,19,Guadalajara,410013N,031807W,910
3104Y,RASCAFRÍA,28,Madrid,405323N,035318W,1159
3110C,BUITRAGO DEL LOZOYA,28,Madrid,410025N,033650W,1030
3111D,SOMOSIERRA,28,Madrid,410808N,033450W,1450
3125Y,SAN SEBASTIÁN DE LOS REYES,28,Madrid,403300N,033700W,672
3126Y,"MADRID, EL GOLOSO",28,Madrid,403341N,034243W,740
3129,MADRID AEROPUERTO,28,Madrid,402800N,033320W,609
3130C,SIGÜENZA,19,Guadalajara,410511N,023705W,1005
3140Y,MANDAYONA,19,Guadalajara,405906N,024536W,990
3168A,"GUADALAJARA, INSTITUTO",19,Guadalajara,403805N,031000W,685
3168C,"GUADALAJARA, EL SERRANILLO",19,Guadalajara,403933N,031024W,639
3168D,GUADALAJARA,19,Guadalajara,403749N,030901W,727
3170Y,ALCALA DE HENARES,28,Madrid,403142N,031723W,605
3175,TORREJÓN DE ARDOZ,28,Madrid,402919N,032637W,607
3182Y,ARGANDA DEL REY,28,Madrid,401842N,032952W,533
3191E,COLMENAR VIEJO,28,Madrid,404146N,034554W,1004
3194U,"MADRID, CIUDAD UNIVERSITARIA",28,Madrid,402706N,034327W,664
3194Y,POZUELO DE ALARCÓN,28,Madrid,402654N,034848W,665
3195,"MADRID, RETIRO",28,Madrid,402442N,034041W,667
3196,"MADRID, CUATRO VIENTOS",28,Madrid,402232N,034710W,690
3200,GETAFE,28,Madrid,401758N,034320W,620
3209Y,BRIHUEGA,19,Guadalajara,404555N,025227W,835
3229Y,TIELMES,28,Madrid,401450N,031842W,594
3245Y,TEMBLEQUE,45,Toledo,394146N,033021W,635
3254Y,MORA,45,Toledo,394113N,034650W,717
3259,"TOLEDO, LORENZANA",45,Toledo,395134N,040132W,540
3260B,TOLEDO,45,Toledo,395305N,040243W,513
3266A,PUERTO ALTO DEL LEÓN,28,Madrid,404223N,040831W,1532
3268C,ALPEDRETE,28,Madrid,403935N,040103W,924
3298X,SAN PABLO DE LOS MONTES,45,Toledo,393249N,042102W,917
3305Y,NAVAHERMOSA,45,Toledo,393750N,042837W,750
3319D,PUERTO DEL PICO,05,Ávila,402023N,050046W,1285
3330Y,ROZAS DE PUERTO REAL,28,Madrid,401847N,042914W,890
3337U,CEBREROS,05,Ávila,402803N,042721W,850
3338,ROBLEDO DE CHAVELA,28,Madrid,402540N,041460W,763
3343Y,VALDEMORILLO,28,Madrid,402948N,040340W,884
3362Y,CASTILLO DE BAYUELA,45,Toledo,400630N,044050W,560
3365A,TALAVERA DE LA REINA,45,Toledo,395731N,045149W,372
3386A,NAVALVILLAR DE IBOR,10,Cáceres,393530N,052330W,923
3391,SOTILLO DE LA ADRADA,05,Ávila,401719N,043527W,630
3422D,CANDELEDA,05,Ávila,400821N,051841W,350
3423I,MADRIGAL DE LA VERA,10,Cáceres,400914N,052224W,464
3427Y,OROPESA,45,Toledo,395936N,050652W,345
3434X,NAVALMORAL DE LA MATA,10,Cáceres,395645N,053457W,269
3436D,GARGANTA LA OLLA,10,Cáceres,400640N,054705W,690
3448X,SERRADILLA,10,Cáceres,394915N,060739W,406
3455X,JARAICEJO,10,Cáceres,394012N,054830W,559
3463X,TRUJILLO,10,Cáceres,392857N,055115W,503
3463Y,TRUJILLO,10,Cáceres,392751N,055227W,523
3469,"CÁCERES, CIUDAD",10,Cáceres,392833N,062235W,459
3469A,CÁCERES,10,Cáceres,392817N,062020W,394
3475X,CAÑAVERAL,10,Cáceres,394726N,062235W,373
3494U,NUÑOMORAL,10,Cáceres,402429N,061423W,470
3503,GUIJO DE GRANADILLA,10,Cáceres,401122N,061003W,393
3504X,HERVÁS,10,Cáceres,401554N,055140W,724
3512X,MONTEHERMOSO,10,Cáceres,400451N,062020W,351
3514B,TORNAVACAS,10,Cáceres,401531N,054042W,991
3516X,PIORNAL,10,Cáceres,400715N,054957W,1260
3519X,PLASENCIA,10,Cáceres,400235N,060509W,415
3526X,CORIA,10,Cáceres,400013N,063327W,313
3531X,TORRECILLA DE LOS ANGELES,10,Cáceres,401518N,062442W,459
3536X,HOYOS,10,Cáceres,401029N,064328W,560
3540X,ZARZA LA MAYOR,10,Cáceres,395217N,065136W,336
3547X,VALVERDE DEL FRESNO,10,Cáceres,401226N,065346W,450
3562X,ALISEDA,10,Cáceres,392539N,064411W,321
3565X,BROZAS,10,Cáceres,393705N,064442W,425
3576X,VALENCIA DE ALCÁNTARA,10,Cáceres,392453N,071352W,444
4007Y,OSSA DE MONTIEL,02,Albacete,385757N,024442W,905
4051Y,ALCÁZAR DEL REY,16,Cuenca,400340N,024825W,875
4061X,QUINTANAR DE LA ORDEN,45,Toledo,393550N,030254W,692
4064Y,ALCAZAR DE SAN JUAN,13,Ciudad Real,392327N,031257W,640
4067,MADRIDEJOS,45,Toledo,392931N,033142W,690
4070Y,ABIA DE OBISPALIA,16,Cuenca,400108N,022343W,1020
4075Y,VILLARES DEL SAZ,16,Cuenca,395025N,023012W,870
4089A,ALBERCA DE ZANCARA,16,Cuenca,393101N,022945W,858
4090Y,SAN CLEMENTE,16,Cuenca,392500N,022514W,728
4091Y,VILLARROBLEDO,02,Albacete,391543N,023533W,718
4093Y,OSA DE LA VEGA,16,Cuenca,393922N,024536W,763
4095Y,BELMONTE,16,Cuenca,393319N,024220W,745
4096Y,MUNERA,02,Albacete,390100N,022920W,918
4103X,TOMELLOSO,13,Ciudad Real,391009N,030027W,662
4116I,ALMAGRO / FAMET,13,Ciudad Real,385703N,034431W,626
4121,CIUDAD REAL,13,Ciudad Real,385921N,035513W,626
4121C,"CIUDAD REAL, INSTITUTO",13,Ciudad Real,385916N,035545W,627
4138Y,VILLANUEVA DE LOS INFANTES,13,Ciudad Real,384415N,030016W,900
4147X,VALDEPEÑAS,13,Ciudad Real,384502N,032329W,700
4148,VISO DEL MARQUÉS,13,Ciudad Real,383105N,033400W,804
4193Y,EL ROBLEDO,13,Ciudad Real,391301N,041658W,587
4195E,"ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS",13,Ciudad Real,391915N,042342W,651
4210Y,ABENÓJAR,13,Ciudad Real,385353N,041731W,718
4220X,PUEBLA DE DON RODRIGO,13,Ciudad Real,390501N,043719W,531
4236Y,PUERTO REY ,10,Cáceres,392702N,050135W,689
4244X,HERRERA DEL DUQUE,06,Badajoz,391010N,050344W,447
4245X,GUADALUPE,10,Cáceres,392719N,051960W,660
4260,PERALEDA DEL ZAUCEJO,06,Badajoz,382847N,053439W,542
4263X,VALSEQUILLO,14,Córdoba,382434N,052102W,575
4267X,HINOJOSA DEL DUQUE,14,Córdoba,382954N,050717W,551
4300Y,ALMADÉN,13,Ciudad Real,384631N,045043W,535
4325Y,CASTUERA,06,Badajoz,384431N,053145W,459
4339X,CAÑAMERO,10,Cáceres,391851N,052208W,590
4340,NAVALVILLAR DE PELA,06,Badajoz,390612N,052741W,313
4347X,ZORITA,10,Cáceres,391658N,054237W,413
4358X,DON BENITO,06,Badajoz,385720N,055250W,274
4362X,RETAMAL DE LLERENA,06,Badajoz,383435N,055045W,474
4386B,LLERENA,06,Badajoz,381354N,060101W,655
4395X,VILLAFRANCA DE LOS BARROS,06,Badajoz,383306N,061824W,430
4410X,MÉRIDA,06,Badajoz,385457N,062308W,228
4411C,ALCUESCAR,10,Cáceres,391151N,061352W,467
4427X,ZAFRA,06,Badajoz,382533N,062612W,433
4436Y,ALMENDRALEJO,06,Badajoz,384120N,062140W,371
4452,BADAJOZ AEROPUERTO,06,Badajoz,385300N,064850W,186
4464X,ALBURQUERQUE,06,Badajoz,391055N,065943W,283
4468X,PUEBLA DE OBANDO,06,Badajoz,391036N,063603W,392
4478X,BADAJOZ,06,Badajoz,385310N,070034W,174
4486X,OLIVENZA,06,Badajoz,384151N,070504W,275
4489X,ALCONCHEL,06,Badajoz,382905N,071655W,170
4492F,BARCARROTA,06,Badajoz,382822N,065524W,377
4497X,VILLANUEVA DEL FRESNO,06,Badajoz,382220N,070929W,247
4499X,MONESTERIO,06,Badajoz,380453N,061619W,771
4501X,FUENTE DE CANTOS,06,Badajoz,381231N,061841W,602
4511C,JEREZ DE LOS CABALLEROS,06,Badajoz,381755N,064554W,381
4520X,FREGENAL DE LA SIERRA,06,Badajoz,381042N,063942W,586
4527X,AROCHE,21,Huelva,375849N,065833W,267
4541X,EL GRANADO,21,Huelva,373313N,073112W,60
4549Y,AYAMONTE,21,Huelva,371141N,072342W,3
4554X,CARTAYA,21,Huelva,371306N,070501W,15
4560Y,ALAJAR,21,Huelva,375207N,064030W,572
4575X,VALVERDE DEL CAMINO,21,Huelva,373431N,064604W,280
4584X,EL CERRO DE ANDÉVALO,21,Huelva,374354N,065632W,270
4589X,"ALOSNO, THARSIS",21,Huelva,373552N,070710W,276
4605,HUELVA,21,Huelva,371524N,065659W,17
4608X,EL CAMPILLO,21,Huelva,374038N,063748W,415
4622X,VILLARRASA,21,Huelva,372703N,063812W,145
4642E,"HUELVA, RONDA ESTE",21,Huelva,371642N,065442W,18
5000A,"CEUTA, MONTE HACHO",51,Ceuta,355344N,051732W,200
5000C,CEUTA,51,Ceuta,355319N,052049W,87
5038X,CAZORLA,23,Jaén,375457N,030014W,782
5038Y,CAZORLA,23,Jaén,375457N,030014W,799
5047E,BAZA,18,Granada,373021N,024406W,785
5051X,HUÉSCAR,18,Granada,375141N,023910W,1100
5060X,VÉLEZ BLANCO - TOPARES,04,Almería,375139N,021341W,1190
5103E,"CAMARATE 2, PARQUE NACIONAL SIERRA NEVADA",18,Granada,370930N,031525W,2152
5103F,"CAMARATE, PARQUE NACIONAL SIERRA NEVADA",18,Granada,371128N,031514W,1534
5107D,DÓLAR,18,Granada,371048N,025911W,1197
5164B,BAEZA,23,Jaén,375948N,032743W,771
5165X,TORRES,23,Jaén,374651N,033349W,910
5181D,ARROYO DEL OJANCO,23,Jaén,381853N,025323W,580
5192,VILLARRODRIGO,23,Jaén,382921N,023815W,862
5210X,VILLANUEVA DEL ARZOBISPO,23,Jaén,381030N,025953W,680
5246,SANTA ELENA,23,Jaén,382040N,033207W,770
5270,"JAÉN, INSTITUTO",23,Jaén,374635N,034720W,510
5270B,JAÉN,23,Jaén,374639N,034833W,580
5279X,LINARES,23,Jaén,380904N,033746W,515
5281X,BAILÉN,23,Jaén,380535N,034657W,345
5298X,ANDÚJAR,23,Jaén,380123N,040348W,202
5304Y,PUERTOLLANO,13,Ciudad Real,384008N,040333W,665
5341C,FUENCALIENTE,13,Ciudad Real,382544N,041806W,710
5346X,CARDEÑA,14,Córdoba,381112N,041621W,720
5361X,MONTORO,14,Córdoba,380048N,041949W,155
5390Y,VILLANUEVA DE CÓRDOBA,14,Córdoba,381959N,043632W,750
5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",14,Córdoba,380115N,044748W,525
5402,CÓRDOBA AEROPUERTO,14,Córdoba,375056N,045048W,90
5406X,ALCALÁ LA REAL,23,Jaén,372951N,035429W,908
5412X,PRIEGO DE CÓRDOBA,14,Córdoba,372905N,041228W,550
5427X,DOÑA MENCÍA,14,Córdoba,373322N,042114W,650
5429X,"CÓRDOBA, PRÁGDENA",14,Córdoba,374837N,042744W,275
5459X,ESPIEL,14,Córdoba,380640N,045543W,465
5470,FUENTE PALMERA,14,Córdoba,374511N,050602W,120
5473X,AZUAGA,06,Badajoz,381604N,054110W,581
5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",18,Granada,370352N,032217W,3092
5514,GRANADA BASE AÉREA,18,Granada,370814N,033753W,687
5514Z,GRANADA BASE AÉREA,18,Granada,370810N,033800W,695
5515D,VÍZNAR,18,Granada,371413N,033302W,1258
5515X,GRANADA-CARTUJA,18,Granada,371123N,033544W,775
5516D,SIERRA NEVADA 'RADIOTELESCOPIO',18,Granada,370347N,032313W,2856
5530E,GRANADA AEROPUERTO,18,Granada,371125N,034723W,560
5582A,LOJA,18,Granada,370940N,040910W,760
5598X,BENAMEJÍ,14,Córdoba,371351N,043252W,465
5612B,LA RODA DE ANDALUCÍA,41,Sevilla,371140N,044612W,410
5612X,LORA DE ESTEPA,41,Sevilla,371613N,044937W,450
5624X,AGUILAR DE LA FRONTERA,14,Córdoba,372855N,044109W,309
5625X,LA RAMBLA,14,Córdoba,373819N,044550W,200
5641X,ÉCIJA,41,Sevilla,373058N,050506W,130
5654X,LA PUEBLA DE LOS INFANTES,41,Sevilla,374712N,052216W,200
5656,FUENTES DE ANDALUCÍA,41,Sevilla,372950N,052559W,165
5702X,CARMONA,41,Sevilla,373356N,054426W,50
5704B,CAZALLA DE LA SIERRA,41,Sevilla,375535N,054611W,550
5726X,GUADALCANAL,41,Sevilla,380558N,054909W,720
5733X,ALMADÉN DE LA PLATA,41,Sevilla,374728N,060430W,450
5769X,CALA,21,Huelva,375825N,061920W,618
5783,SEVILLA AEROPUERTO,41,Sevilla,372500N,055245W,34
5788X,"TOMARES, ZAUDÍN",41,Sevilla,372142N,060335W,84
5790Y,"SEVILLA, TABLADA",41,Sevilla,372151N,060021W,9
5796,MORÓN DE LA FRONTERA,41,Sevilla,370952N,053641W,87
5835X,CARRIÓN DE LOS CÉSPEDES,41,Sevilla,372136N,062003W,76
5858X,ALMONTE,21,Huelva,365919N,062635W,5
5860E,"MOGUER, EL ARENOSILLO",21,Huelva,370553N,064417W,41
5891X,LAS CABEZAS DE SAN JUAN,41,Sevilla,365712N,055048W,105
5906X,CHIPIONA,11,Cádiz,364500N,062402W,10
5910,"ROTA, BASE NAVAL",11,Cádiz,363820N,061957W,21
5911A,GRAZALEMA,11,Cádiz,364538N,052227W,913
5919X,OLVERA,11,Cádiz,365554N,051534W,530
5941X,EL BOSQUE,11,Cádiz,364346N,053044W,295
5950X,SAN JOSÉ DEL VALLE,11,Cádiz,363950N,054660W,105
5960,JEREZ DE LA FRONTERA AEROPUERTO,11,Cádiz,364502N,060321W,27
5972X,SAN FERNANDO,11,Cádiz,362756N,061220W,28
5973,CÁDIZ,11,Cádiz,362959N,061528W,2
5983X,MEDINA SIDONIA,11,Cádiz,362422N,055513W,70
5995B,VEJER DE LA FRONTERA,11,Cádiz,361444N,055754W,186
5996B,BARBATE,11,Cádiz,361105N,055434W,4
5998X,OSUNA,41,Sevilla,371436N,050645W,255
6000A,MELILLA,52,Melilla,351635N,025723W,52
6001,TARIFA,11,Cádiz,360050N,053556W,32
6032B,RONDA,29,Málaga,364459N,051006W,766
6032X,RONDA INSTITUTO,29,Málaga,364460N,051007W,760
6040X,CORTES DE LA FRONTERA,29,Málaga,363240N,052311W,315
6042I,JIMENA DE LA FRONTERA,11,Cádiz,362608N,052342W,42
6045X,ALPANDEIRE,29,Málaga,363757N,051211W,676
6050X,GAUCÍN,29,Málaga,363107N,051907W,594
6056X,SAN ROQUE  ,11,Cádiz,361623N,051704W,1
6057X,MANILVA,29,Málaga,362242N,051536W,140
6058I,ESTEPONA,29,Málaga,362501N,050918W,19
6069X,BENAHAVÍS,29,Málaga,363237N,050129W,392
6076X,"MARBELLA, PUERTO",29,Málaga,362904N,045711W,2
6083X,MARBELLA,29,Málaga,362860N,044425W,2
6084X,FUENGIROLA,29,Málaga,363219N,043706W,8
6088X,TORREMOLINOS,29,Málaga,363714N,043054W,85
6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),29,Málaga,370126N,043345W,515
6106X,ANTEQUERA,29,Málaga,370146N,044454W,408
6127X,ÁLORA,29,Málaga,365117N,044148W,172
6143X,COÍN,29,Málaga,363928N,044539W,230
6155A,MÁLAGA AEROPUERTO,29,Málaga,363958N,042856W,7
6156X,"MÁLAGA, CENTRO METEOROLÓGICO",29,Málaga,364304N,042854W,54
6172O,"MÁLAGA, PUERTO",29,Málaga,364260N,042511W,25
6172X,MÁLAGA,29,Málaga,364260N,042511W,25
6175X,RINCÓN DE LA VICTORIA,29,Málaga,364254N,041710W,7
6199X,VÉLEZ-MÁLAGA,29,Málaga,364607N,040537W,41
6201X,ALGARROBO,29,Málaga,364521N,040238W,35
6205X,TORROX,29,Málaga,364335N,035726W,3
6213X,NERJA,29,Málaga,364546N,035043W,169
6248D,"CAÑAR, PARQUE NACIONAL SIERRA NEVADA",18,Granada,365708N,032549W,1732
6258X,LANJARÓN,18,Granada,365523N,032933W,708
6267X,SALOBREÑA,18,Granada,364454N,033443W,20
6268X,MOTRIL,18,Granada,364322N,033149W,12
6268Y,"MOTRIL, PUERTO",18,Granada,364326N,033145W,3
6272X,CASTELL DE FERRO,18,Granada,364403N,032248W,235
6277B,ADRA,04,Almería,364450N,030114W,8
6281X,VÁLOR,18,Granada,370019N,030417W,1020
6291B,EL EJIDO,04,Almería,364629N,024847W,98
6293X,ROQUETAS DE MAR,04,Almería,364113N,024206W,3
6297,ALMERÍA,04,Almería,364952N,022720W,7
6299I,"LAGUNA SECA, PARQUE NACIONAL SIERRA NEVADA",18,Granada,370545N,025752W,2300
6302A,ABLA,04,Almería,370829N,024648W,869
6307C,"LAÚJAR, PARQUE NACIONAL SIERRA NEVADA",04,Almería,370311N,025350W,1713
6307X,LÁUJAR DE ANDARAX,04,Almería,370160N,025445W,1510
6312E,"RÁGOL, PARQUE NACIONAL SIERRA NEVADA",04,Almería,370115N,024038W,601
6325O,ALMERÍA AEROPUERTO,04,Almería,365047N,022125W,21
6329X,CABO DE GATA,04,Almería,364319N,021135W,42
6332X,CARBONERAS,04,Almería,365849N,015413W,16
6332Y,CARBONERAS,04,Almería,365632N,015425W,222
6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",04,Almería,370636N,024157W,970
6340X,GARRUCHA,04,Almería,371009N,014943W,28
6364X,ALBOX,04,Almería,372424N,020905W,508
6367B,HUÉRCAL-OVERA,04,Almería,372326N,015637W,300
6375X,FUENTE DE PIEDRA,29,Málaga,370756N,044431W,420
6381,ALBORÁN,04,Almería,355618N,030210W,15
7002Y,ÁGUILAS,30,Murcia,372502N,013513W,32
7007Y,MAZARRÓN,30,Murcia,373517N,011350W,66
7012C,CARTAGENA,30,Murcia,373604N,005916W,17
7012D,CARTAGENA,30,Murcia,373616N,010124W,56
7019X,CARTAGENA/SALINAS CABO PALOS,30,Murcia,373809N,004256W,3
7020C,MURCIA AEROPUERTO,30,Murcia,374827N,010741W,205
7023X,FUENTE ÁLAMO DE MURCIA,30,Murcia,374335N,011002W,140
7026X,TORRE-PACHECO,30,Murcia,374420N,005803W,50
7031,SAN JAVIER AEROPUERTO,30,Murcia,374720N,004812W,4
7031X,SAN JAVIER AEROPUERTO,30,Murcia,374642N,004821W,4
7066Y,"YESTE, EMBALSE FUENSANTA",02,Albacete,382336N,021308W,680
7067Y,NERPIO,02,Albacete,380518N,022447W,1485
7072Y,YESTE,02,Albacete,381742N,021738W,960
7080X,MORATALLA,30,Murcia,381606N,015911W,955
7096B,HELLÍN,02,Albacete,383231N,014211W,605
7103Y,TOBARRA,02,Albacete,383517N,014122W,615
7119B,CARAVACA DE LA CRUZ,30,Murcia,380611N,015238W,643
7121A,CALASPARRA,30,Murcia,381403N,014208W,350
7127X,BULLAS,30,Murcia,380257N,014143W,690
7138B,JUMILLA,30,Murcia,382732N,012007W,485
7145D,CIEZA,30,Murcia,381358N,012250W,265
7158X,ARCHENA,30,Murcia,380741N,011821W,150
7172X,MULA,30,Murcia,380229N,012657W,255
7178I,MURCIA,30,Murcia,380007N,011015W,62
7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",30,Murcia,375534N,020330W,985
7203A,"LORCA, ZARCILLA DE RAMOS",30,Murcia,375041N,015211W,646
7209,LORCA,30,Murcia,373917N,014114W,312
7211B,PUERTO LUMBRERAS,30,Murcia,373405N,014750W,445
7218Y,TOTANA,30,Murcia,374531N,013046W,281
7227X,ALHAMA DE MURCIA,30,Murcia,375142N,012005W,157
7228,"ALCANTARILLA, BASE AÉREA",30,Murcia,375728N,011343W,75
7237E,MOLINA DE SEGURA,30,Murcia,380820N,010931W,170
7244X,ORIHUELA,03,Alicante,380404N,005853W,26
7247X,EL PINÓS/PINOSO,03,Alicante,382359N,010217W,575
7250C,ABANILLA,30,Murcia,381140N,010202W,174
7261X,ROJALES,03,Alicante,380517N,004255W,31
7275C,YECLA,30,Murcia,383606N,010935W,640
8005X,FONTANARS DELS ALFORINS,46,Valencia,384648N,004745W,622
8008Y,VILLENA,03,Alicante,383437N,005156W,486
8013X,NOVELDA,03,Alicante,382308N,004528W,233
8018X,ELX/ELCHE,03,Alicante,381715N,004050W,110
8019,ALICANTE-ELCHE AEROPUERTO,03,Alicante,381658N,003415W,43
8025,ALACANT/ALICANTE,03,Alicante,382221N,002939W,81
8036Y,BENIDORM,03,Alicante,383237N,000816W,36
8050X,JÁVEA/ XÀBIA,03,Alicante,384703N,001000E,15
8057C,PEGO,03,Alicante,385048N,000706W,60
8058X,OLIVA,46,Valencia,385544N,000545W,5
8058Y,MIRAMAR,46,Valencia,385701N,000816W,12
8059C,ALCOI/ALCOY,03,Alicante,384239N,002736W,530
8072Y,BARX,46,Valencia,390101N,001817W,340
8084Y,PANTANO DE LA TOBA (AUTOMATICA),16,Cuenca,401321N,015533W,1154
8096,CUENCA,16,Cuenca,400402N,020755W,949
8155Y,MOTILLA DEL PALANCAR,16,Cuenca,393319N,015455W,830
8175,ALBACETE BASE AÉREA,02,Albacete,385715N,015123W,702
8177A,CHINCHILLA,02,Albacete,385615N,013932W,880
8178D,ALBACETE,02,Albacete,390020N,015144W,674
8193E,JALANCE,46,Valencia,391230N,010540W,372
8198Y,ALMANSA,02,Albacete,385102N,010347W,710
8203O,ZARRA,46,Valencia,390458N,010603W,855
8210Y,SALVACAÑETE,16,Cuenca,400611N,013013W,1160
8245Y,MIRA,16,Cuenca,394252N,012633W,815
8270X,BICORP,46,Valencia,390801N,004724W,305
8283X,ONTINYENT,46,Valencia,384946N,003628W,350
8293X,XÀTIVA,46,Valencia,390006N,003123W,88
8300X,CARCAIXENT,46,Valencia,390648N,002645W,25
8309X,UTIEL,46,Valencia,393432N,011441W,758
8325X,POLINYÀ DE XÚQUER,46,Valencia,391105N,002219W,12
8337X,TURÍS,46,Valencia,392332N,003729W,186
8354X,ALBARRACÍN,44,Teruel,402511N,012629W,1130
8368U,TERUEL,44,Teruel,402103N,010727W,902
8376,JABALOYAS,44,Teruel,401410N,012442W,1430
8381X,ADEMUZ,46,Valencia,400338N,011701W,705
8395X,CHELVA,46,Valencia,394512N,005937W,515
8409X,LLÍRIA,46,Valencia,393950N,003914W,198
8414A,VALENCIA AEROPUERTO,46,Valencia,392906N,002829W,56
8416,VALÈNCIA,46,Valencia,392850N,002159W,11
8416X,"VALENCIA, UPV",46,Valencia,392846N,002014W,6
8416Y,"VALÈNCIA, VIVEROS",46,Valencia,392850N,002159W,11
8439X,SEGORBE,12,Castellón,394744N,002907W,400
8446Y,SAGUNT/SAGUNTO,46,Valencia,394203N,001532W,24
8458X,CEDRILLAS,44,Teruel,402550N,005058W,1380
8472A,MONTANEJOS,12,Castellón,400516N,003249W,601
8486X,MOSQUERUELA,44,Teruel,402145N,002716W,1515
8489X,VILLAFRANCA DEL CID/VILAFRANCA,12,Castellón,402600N,001520W,1130
